"Country","Country_Code","Indicator","Series_Code","Value","Year","Period"
"Moldova","MDA","Account, male (% age 15+)","account.t.d.2",19.09,2011,"Pre-COVID"
"Moldova","MDA","Account, male (% age 15+)","account.t.d.2",16.4,2014,"Pre-COVID"
"Moldova","MDA","Account, male (% age 15+)","account.t.d.2",42.94,2017,"Pre-COVID"
"Moldova","MDA","Account, male (% age 15+)","account.t.d.2",65.7,2021,"Post-COVID"
"Moldova","MDA","Account, male (% age 15+)","account.t.d.2",NA,2022,"Post-COVID"
"Moldova","MDA","Borrowed any money (% age 15+)","borrow.any",NA,2011,"Pre-COVID"
"Moldova","MDA","Borrowed any money (% age 15+)","borrow.any",47.96,2014,"Pre-COVID"
"Moldova","MDA","Borrowed any money (% age 15+)","borrow.any",54.23,2017,"Pre-COVID"
"Moldova","MDA","Borrowed any money (% age 15+)","borrow.any",45.47,2021,"Post-COVID"
"Moldova","MDA","Borrowed any money (% age 15+)","borrow.any",NA,2022,"Post-COVID"
"Moldova","MDA","Made a digital payment (% age 15+)","g20.made.t.d",NA,2011,"Pre-COVID"
"Moldova","MDA","Made a digital payment (% age 15+)","g20.made.t.d",8.39,2014,"Pre-COVID"
"Moldova","MDA","Made a digital payment (% age 15+)","g20.made.t.d",29.46,2017,"Pre-COVID"
"Moldova","MDA","Made a digital payment (% age 15+)","g20.made.t.d",47.47,2021,"Post-COVID"
"Moldova","MDA","Made a digital payment (% age 15+)","g20.made.t.d",NA,2022,"Post-COVID"
"Moldova","MDA","Saved any money (% age 15+)","save.any",NA,2011,"Pre-COVID"
"Moldova","MDA","Saved any money (% age 15+)","save.any",44.11,2014,"Pre-COVID"
"Moldova","MDA","Saved any money (% age 15+)","save.any",54.62,2017,"Pre-COVID"
"Moldova","MDA","Saved any money (% age 15+)","save.any",52.56,2021,"Post-COVID"
"Moldova","MDA","Saved any money (% age 15+)","save.any",NA,2022,"Post-COVID"
"Mongolia","MNG","Account (% age 15+)","account.t.d",77.72,2011,"Pre-COVID"
"Mongolia","MNG","Account (% age 15+)","account.t.d",91.82,2014,"Pre-COVID"
"Mongolia","MNG","Account (% age 15+)","account.t.d",92.97,2017,"Pre-COVID"
"Mongolia","MNG","Account (% age 15+)","account.t.d",98.46,2021,"Post-COVID"
"Mongolia","MNG","Account (% age 15+)","account.t.d",NA,2022,"Post-COVID"
"Mongolia","MNG","Account, female (% age 15+)","account.t.d.1",82.37,2011,"Pre-COVID"
"Mongolia","MNG","Account, female (% age 15+)","account.t.d.1",93.21,2014,"Pre-COVID"
"Mongolia","MNG","Account, female (% age 15+)","account.t.d.1",94.95,2017,"Pre-COVID"
"Mongolia","MNG","Account, female (% age 15+)","account.t.d.1",98.97,2021,"Post-COVID"
"Mongolia","MNG","Account, female (% age 15+)","account.t.d.1",NA,2022,"Post-COVID"
"Mongolia","MNG","Account, male (% age 15+)","account.t.d.2",72.84,2011,"Pre-COVID"
"Mongolia","MNG","Account, male (% age 15+)","account.t.d.2",90.3,2014,"Pre-COVID"
"Mongolia","MNG","Account, male (% age 15+)","account.t.d.2",90.81,2017,"Pre-COVID"
"Mongolia","MNG","Account, male (% age 15+)","account.t.d.2",97.89,2021,"Post-COVID"
"Mongolia","MNG","Account, male (% age 15+)","account.t.d.2",NA,2022,"Post-COVID"
"Mongolia","MNG","Borrowed any money (% age 15+)","borrow.any",NA,2011,"Pre-COVID"
"Mongolia","MNG","Borrowed any money (% age 15+)","borrow.any",54.34,2014,"Pre-COVID"
"Mongolia","MNG","Borrowed any money (% age 15+)","borrow.any",50.51,2017,"Pre-COVID"
"Mongolia","MNG","Borrowed any money (% age 15+)","borrow.any",52.53,2021,"Post-COVID"
"Mongolia","MNG","Borrowed any money (% age 15+)","borrow.any",NA,2022,"Post-COVID"
"Mongolia","MNG","Made a digital payment (% age 15+)","g20.made.t.d",NA,2011,"Pre-COVID"
"Mongolia","MNG","Made a digital payment (% age 15+)","g20.made.t.d",50.85,2014,"Pre-COVID"
"Mongolia","MNG","Made a digital payment (% age 15+)","g20.made.t.d",79.39,2017,"Pre-COVID"
"Mongolia","MNG","Made a digital payment (% age 15+)","g20.made.t.d",90.76,2021,"Post-COVID"
"Mongolia","MNG","Made a digital payment (% age 15+)","g20.made.t.d",NA,2022,"Post-COVID"
"Mongolia","MNG","Saved any money (% age 15+)","save.any",NA,2011,"Pre-COVID"
"Mongolia","MNG","Saved any money (% age 15+)","save.any",47.33,2014,"Pre-COVID"
"Mongolia","MNG","Saved any money (% age 15+)","save.any",31.28,2017,"Pre-COVID"
"Mongolia","MNG","Saved any money (% age 15+)","save.any",44.79,2021,"Post-COVID"
"Mongolia","MNG","Saved any money (% age 15+)","save.any",NA,2022,"Post-COVID"
"Montenegro","MNE","Account (% age 15+)","account.t.d",50.44,2011,"Pre-COVID"
"Montenegro","MNE","Account (% age 15+)","account.t.d",59.83,2014,"Pre-COVID"
"Montenegro","MNE","Account (% age 15+)","account.t.d",68.36,2017,"Pre-COVID"
"Montenegro","MNE","Account (% age 15+)","account.t.d",NA,2021,"Post-COVID"
"Montenegro","MNE","Account (% age 15+)","account.t.d",NA,2022,"Post-COVID"
"Montenegro","MNE","Account, female (% age 15+)","account.t.d.1",48.93,2011,"Pre-COVID"
"Montenegro","MNE","Account, female (% age 15+)","account.t.d.1",57.91,2014,"Pre-COVID"
"Montenegro","MNE","Account, female (% age 15+)","account.t.d.1",67.57,2017,"Pre-COVID"
"Montenegro","MNE","Account, female (% age 15+)","account.t.d.1",NA,2021,"Post-COVID"
"Montenegro","MNE","Account, female (% age 15+)","account.t.d.1",NA,2022,"Post-COVID"
"Montenegro","MNE","Account, male (% age 15+)","account.t.d.2",52.15,2011,"Pre-COVID"
"Montenegro","MNE","Account, male (% age 15+)","account.t.d.2",61.89,2014,"Pre-COVID"
"Montenegro","MNE","Account, male (% age 15+)","account.t.d.2",69.19,2017,"Pre-COVID"
"Montenegro","MNE","Account, male (% age 15+)","account.t.d.2",NA,2021,"Post-COVID"
"Montenegro","MNE","Account, male (% age 15+)","account.t.d.2",NA,2022,"Post-COVID"
"Montenegro","MNE","Borrowed any money (% age 15+)","borrow.any",NA,2011,"Pre-COVID"
"Montenegro","MNE","Borrowed any money (% age 15+)","borrow.any",52.81,2014,"Pre-COVID"
"Montenegro","MNE","Borrowed any money (% age 15+)","borrow.any",45.17,2017,"Pre-COVID"
"Montenegro","MNE","Borrowed any money (% age 15+)","borrow.any",NA,2021,"Post-COVID"
"Montenegro","MNE","Borrowed any money (% age 15+)","borrow.any",NA,2022,"Post-COVID"
"Montenegro","MNE","Made a digital payment (% age 15+)","g20.made.t.d",NA,2011,"Pre-COVID"
"Montenegro","MNE","Made a digital payment (% age 15+)","g20.made.t.d",27.67,2014,"Pre-COVID"
"Montenegro","MNE","Made a digital payment (% age 15+)","g20.made.t.d",45.12,2017,"Pre-COVID"
"Montenegro","MNE","Made a digital payment (% age 15+)","g20.made.t.d",NA,2021,"Post-COVID"
"Montenegro","MNE","Made a digital payment (% age 15+)","g20.made.t.d",NA,2022,"Post-COVID"
"Montenegro","MNE","Saved any money (% age 15+)","save.any",NA,2011,"Pre-COVID"
"Montenegro","MNE","Saved any money (% age 15+)","save.any",26.8,2014,"Pre-COVID"
"Montenegro","MNE","Saved any money (% age 15+)","save.any",29.06,2017,"Pre-COVID"
"Montenegro","MNE","Saved any money (% age 15+)","save.any",NA,2021,"Post-COVID"
"Montenegro","MNE","Saved any money (% age 15+)","save.any",NA,2022,"Post-COVID"
"Morocco","MAR","Account (% age 15+)","account.t.d",NA,2011,"Pre-COVID"
"Morocco","MAR","Account (% age 15+)","account.t.d",NA,2014,"Pre-COVID"
"Morocco","MAR","Account (% age 15+)","account.t.d",28.64,2017,"Pre-COVID"
"Morocco","MAR","Account (% age 15+)","account.t.d",44.37,2021,"Post-COVID"
"Morocco","MAR","Account (% age 15+)","account.t.d",NA,2022,"Post-COVID"
"Morocco","MAR","Account, female (% age 15+)","account.t.d.1",NA,2011,"Pre-COVID"
"Morocco","MAR","Account, female (% age 15+)","account.t.d.1",NA,2014,"Pre-COVID"
"Morocco","MAR","Account, female (% age 15+)","account.t.d.1",16.81,2017,"Pre-COVID"
"Morocco","MAR","Account, female (% age 15+)","account.t.d.1",32.7,2021,"Post-COVID"
"Morocco","MAR","Account, female (% age 15+)","account.t.d.1",NA,2022,"Post-COVID"
"Morocco","MAR","Account, male (% age 15+)","account.t.d.2",NA,2011,"Pre-COVID"
"Morocco","MAR","Account, male (% age 15+)","account.t.d.2",NA,2014,"Pre-COVID"
"Morocco","MAR","Account, male (% age 15+)","account.t.d.2",41.47,2017,"Pre-COVID"
"Morocco","MAR","Account, male (% age 15+)","account.t.d.2",55.97,2021,"Post-COVID"
"Morocco","MAR","Account, male (% age 15+)","account.t.d.2",NA,2022,"Post-COVID"
"Morocco","MAR","Borrowed any money (% age 15+)","borrow.any",NA,2011,"Pre-COVID"
"Morocco","MAR","Borrowed any money (% age 15+)","borrow.any",NA,2014,"Pre-COVID"
"Morocco","MAR","Borrowed any money (% age 15+)","borrow.any",26.47,2017,"Pre-COVID"
"Morocco","MAR","Borrowed any money (% age 15+)","borrow.any",57.04,2021,"Post-COVID"
"Morocco","MAR","Borrowed any money (% age 15+)","borrow.any",NA,2022,"Post-COVID"
"Morocco","MAR","Made a digital payment (% age 15+)","g20.made.t.d",NA,2011,"Pre-COVID"
"Morocco","MAR","Made a digital payment (% age 15+)","g20.made.t.d",NA,2014,"Pre-COVID"
"Morocco","MAR","Made a digital payment (% age 15+)","g20.made.t.d",8.72,2017,"Pre-COVID"
"Morocco","MAR","Made a digital payment (% age 15+)","g20.made.t.d",20.34,2021,"Post-COVID"
"Morocco","MAR","Made a digital payment (% age 15+)","g20.made.t.d",NA,2022,"Post-COVID"
"Morocco","MAR","Saved any money (% age 15+)","save.any",NA,2011,"Pre-COVID"
"Morocco","MAR","Saved any money (% age 15+)","save.any",NA,2014,"Pre-COVID"
"Morocco","MAR","Saved any money (% age 15+)","save.any",21.36,2017,"Pre-COVID"
"Morocco","MAR","Saved any money (% age 15+)","save.any",34.69,2021,"Post-COVID"
"Morocco","MAR","Saved any money (% age 15+)","save.any",NA,2022,"Post-COVID"
"Mozambique","MOZ","Account (% age 15+)","account.t.d",NA,2011,"Pre-COVID"
"Mozambique","MOZ","Account (% age 15+)","account.t.d",NA,2014,"Pre-COVID"
"Mozambique","MOZ","Account (% age 15+)","account.t.d",41.67,2017,"Pre-COVID"
"Mozambique","MOZ","Account (% age 15+)","account.t.d",49.49,2021,"Post-COVID"
"Mozambique","MOZ","Account (% age 15+)","account.t.d",NA,2022,"Post-COVID"
"Mozambique","MOZ","Account, female (% age 15+)","account.t.d.1",NA,2011,"Pre-COVID"
"Mozambique","MOZ","Account, female (% age 15+)","account.t.d.1",NA,2014,"Pre-COVID"
"Mozambique","MOZ","Account, female (% age 15+)","account.t.d.1",32.87,2017,"Pre-COVID"
"Mozambique","MOZ","Account, female (% age 15+)","account.t.d.1",38.69,2021,"Post-COVID"
"Mozambique","MOZ","Account, female (% age 15+)","account.t.d.1",NA,2022,"Post-COVID"
"Mozambique","MOZ","Account, male (% age 15+)","account.t.d.2",NA,2011,"Pre-COVID"
"Mozambique","MOZ","Account, male (% age 15+)","account.t.d.2",NA,2014,"Pre-COVID"
"Mozambique","MOZ","Account, male (% age 15+)","account.t.d.2",51.07,2017,"Pre-COVID"
"Mozambique","MOZ","Account, male (% age 15+)","account.t.d.2",61,2021,"Post-COVID"
"Mozambique","MOZ","Account, male (% age 15+)","account.t.d.2",NA,2022,"Post-COVID"
"Mozambique","MOZ","Borrowed any money (% age 15+)","borrow.any",NA,2011,"Pre-COVID"
"Mozambique","MOZ","Borrowed any money (% age 15+)","borrow.any",NA,2014,"Pre-COVID"
"Mozambique","MOZ","Borrowed any money (% age 15+)","borrow.any",50.16,2017,"Pre-COVID"
"Mozambique","MOZ","Borrowed any money (% age 15+)","borrow.any",44.67,2021,"Post-COVID"
"Mozambique","MOZ","Borrowed any money (% age 15+)","borrow.any",NA,2022,"Post-COVID"
"Mozambique","MOZ","Made a digital payment (% age 15+)","g20.made.t.d",NA,2011,"Pre-COVID"
"Mozambique","MOZ","Made a digital payment (% age 15+)","g20.made.t.d",NA,2014,"Pre-COVID"
"Mozambique","MOZ","Made a digital payment (% age 15+)","g20.made.t.d",29.6,2017,"Pre-COVID"
"Mozambique","MOZ","Made a digital payment (% age 15+)","g20.made.t.d",39.36,2021,"Post-COVID"
"Mozambique","MOZ","Made a digital payment (% age 15+)","g20.made.t.d",NA,2022,"Post-COVID"
"Mozambique","MOZ","Saved any money (% age 15+)","save.any",NA,2011,"Pre-COVID"
"Mozambique","MOZ","Saved any money (% age 15+)","save.any",NA,2014,"Pre-COVID"
"Mozambique","MOZ","Saved any money (% age 15+)","save.any",42.88,2017,"Pre-COVID"
"Mozambique","MOZ","Saved any money (% age 15+)","save.any",43.14,2021,"Post-COVID"
"Mozambique","MOZ","Saved any money (% age 15+)","save.any",NA,2022,"Post-COVID"
"Myanmar","MMR","Account (% age 15+)","account.t.d",NA,2011,"Pre-COVID"
"Myanmar","MMR","Account (% age 15+)","account.t.d",22.78,2014,"Pre-COVID"
"Myanmar","MMR","Account (% age 15+)","account.t.d",25.99,2017,"Pre-COVID"
"Myanmar","MMR","Account (% age 15+)","account.t.d",47.79,2021,"Post-COVID"
"Myanmar","MMR","Account (% age 15+)","account.t.d",NA,2022,"Post-COVID"
"Myanmar","MMR","Account, female (% age 15+)","account.t.d.1",NA,2011,"Pre-COVID"
"Myanmar","MMR","Account, female (% age 15+)","account.t.d.1",17.4,2014,"Pre-COVID"
"Myanmar","MMR","Account, female (% age 15+)","account.t.d.1",25.98,2017,"Pre-COVID"
"Myanmar","MMR","Account, female (% age 15+)","account.t.d.1",46.15,2021,"Post-COVID"
"Myanmar","MMR","Account, female (% age 15+)","account.t.d.1",NA,2022,"Post-COVID"
"Myanmar","MMR","Account, male (% age 15+)","account.t.d.2",NA,2011,"Pre-COVID"
"Myanmar","MMR","Account, male (% age 15+)","account.t.d.2",28.6,2014,"Pre-COVID"
"Myanmar","MMR","Account, male (% age 15+)","account.t.d.2",26.01,2017,"Pre-COVID"
"Myanmar","MMR","Account, male (% age 15+)","account.t.d.2",49.52,2021,"Post-COVID"
"Myanmar","MMR","Account, male (% age 15+)","account.t.d.2",NA,2022,"Post-COVID"
"Myanmar","MMR","Borrowed any money (% age 15+)","borrow.any",NA,2011,"Pre-COVID"
"Myanmar","MMR","Borrowed any money (% age 15+)","borrow.any",42.8,2014,"Pre-COVID"
"Myanmar","MMR","Borrowed any money (% age 15+)","borrow.any",43.87,2017,"Pre-COVID"
"Myanmar","MMR","Borrowed any money (% age 15+)","borrow.any",33.09,2021,"Post-COVID"
"Myanmar","MMR","Borrowed any money (% age 15+)","borrow.any",NA,2022,"Post-COVID"
"Myanmar","MMR","Made a digital payment (% age 15+)","g20.made.t.d",NA,2011,"Pre-COVID"
"Myanmar","MMR","Made a digital payment (% age 15+)","g20.made.t.d",2.02,2014,"Pre-COVID"
"Myanmar","MMR","Made a digital payment (% age 15+)","g20.made.t.d",3.56,2017,"Pre-COVID"
"Myanmar","MMR","Made a digital payment (% age 15+)","g20.made.t.d",37.25,2021,"Post-COVID"
"Myanmar","MMR","Made a digital payment (% age 15+)","g20.made.t.d",NA,2022,"Post-COVID"
"Myanmar","MMR","Saved any money (% age 15+)","save.any",NA,2011,"Pre-COVID"
"Myanmar","MMR","Saved any money (% age 15+)","save.any",46.66,2014,"Pre-COVID"
"Myanmar","MMR","Saved any money (% age 15+)","save.any",36.23,2017,"Pre-COVID"
"Myanmar","MMR","Saved any money (% age 15+)","save.any",41.93,2021,"Post-COVID"
"Myanmar","MMR","Saved any money (% age 15+)","save.any",NA,2022,"Post-COVID"
"Namibia","NAM","Account (% age 15+)","account.t.d",NA,2011,"Pre-COVID"
"Namibia","NAM","Account (% age 15+)","account.t.d",58.83,2014,"Pre-COVID"
"Namibia","NAM","Account (% age 15+)","account.t.d",80.63,2017,"Pre-COVID"
"Namibia","NAM","Account (% age 15+)","account.t.d",71.35,2021,"Post-COVID"
"Namibia","NAM","Account (% age 15+)","account.t.d",NA,2022,"Post-COVID"
"Namibia","NAM","Account, female (% age 15+)","account.t.d.1",NA,2011,"Pre-COVID"
"Namibia","NAM","Account, female (% age 15+)","account.t.d.1",56.77,2014,"Pre-COVID"
"Namibia","NAM","Account, female (% age 15+)","account.t.d.1",80.66,2017,"Pre-COVID"
"Namibia","NAM","Account, female (% age 15+)","account.t.d.1",69.31,2021,"Post-COVID"
"Namibia","NAM","Account, female (% age 15+)","account.t.d.1",NA,2022,"Post-COVID"
"Namibia","NAM","Account, male (% age 15+)","account.t.d.2",NA,2011,"Pre-COVID"
"Namibia","NAM","Account, male (% age 15+)","account.t.d.2",61.12,2014,"Pre-COVID"
"Namibia","NAM","Account, male (% age 15+)","account.t.d.2",80.6,2017,"Pre-COVID"
"Namibia","NAM","Account, male (% age 15+)","account.t.d.2",73.67,2021,"Post-COVID"
"Namibia","NAM","Account, male (% age 15+)","account.t.d.2",NA,2022,"Post-COVID"
"Namibia","NAM","Borrowed any money (% age 15+)","borrow.any",NA,2011,"Pre-COVID"
"Namibia","NAM","Borrowed any money (% age 15+)","borrow.any",48.53,2014,"Pre-COVID"
"Namibia","NAM","Borrowed any money (% age 15+)","borrow.any",63.29,2017,"Pre-COVID"
"Namibia","NAM","Borrowed any money (% age 15+)","borrow.any",67.95,2021,"Post-COVID"
"Namibia","NAM","Borrowed any money (% age 15+)","borrow.any",NA,2022,"Post-COVID"
"Namibia","NAM","Made a digital payment (% age 15+)","g20.made.t.d",NA,2011,"Pre-COVID"
"Namibia","NAM","Made a digital payment (% age 15+)","g20.made.t.d",38.19,2014,"Pre-COVID"
"Namibia","NAM","Made a digital payment (% age 15+)","g20.made.t.d",63.07,2017,"Pre-COVID"
"Namibia","NAM","Made a digital payment (% age 15+)","g20.made.t.d",58.51,2021,"Post-COVID"
"Namibia","NAM","Made a digital payment (% age 15+)","g20.made.t.d",NA,2022,"Post-COVID"
"Namibia","NAM","Saved any money (% age 15+)","save.any",NA,2011,"Pre-COVID"
"Namibia","NAM","Saved any money (% age 15+)","save.any",56.94,2014,"Pre-COVID"
"Namibia","NAM","Saved any money (% age 15+)","save.any",62.69,2017,"Pre-COVID"
"Namibia","NAM","Saved any money (% age 15+)","save.any",56.28,2021,"Post-COVID"
"Namibia","NAM","Saved any money (% age 15+)","save.any",NA,2022,"Post-COVID"
"Nepal","NPL","Account (% age 15+)","account.t.d",25.31,2011,"Pre-COVID"
"Nepal","NPL","Account (% age 15+)","account.t.d",33.8,2014,"Pre-COVID"
"Nepal","NPL","Account (% age 15+)","account.t.d",45.39,2017,"Pre-COVID"
"Nepal","NPL","Account (% age 15+)","account.t.d",54,2021,"Post-COVID"
"Nepal","NPL","Account (% age 15+)","account.t.d",NA,2022,"Post-COVID"
"Nepal","NPL","Account, female (% age 15+)","account.t.d.1",21.22,2011,"Pre-COVID"
"Nepal","NPL","Account, female (% age 15+)","account.t.d.1",31.27,2014,"Pre-COVID"
"Nepal","NPL","Account, female (% age 15+)","account.t.d.1",41.6,2017,"Pre-COVID"
"Nepal","NPL","Account, female (% age 15+)","account.t.d.1",49.9,2021,"Post-COVID"
"Nepal","NPL","Account, female (% age 15+)","account.t.d.1",NA,2022,"Post-COVID"
"Nepal","NPL","Account, male (% age 15+)","account.t.d.2",29.56,2011,"Pre-COVID"
"Nepal","NPL","Account, male (% age 15+)","account.t.d.2",36.72,2014,"Pre-COVID"
"Nepal","NPL","Account, male (% age 15+)","account.t.d.2",49.98,2017,"Pre-COVID"
"Nepal","NPL","Account, male (% age 15+)","account.t.d.2",58.61,2021,"Post-COVID"
"Nepal","NPL","Account, male (% age 15+)","account.t.d.2",NA,2022,"Post-COVID"
"Nepal","NPL","Borrowed any money (% age 15+)","borrow.any",NA,2011,"Pre-COVID"
"Nepal","NPL","Borrowed any money (% age 15+)","borrow.any",59,2014,"Pre-COVID"
"Nepal","NPL","Borrowed any money (% age 15+)","borrow.any",66.07,2017,"Pre-COVID"
"Nepal","NPL","Borrowed any money (% age 15+)","borrow.any",53.98,2021,"Post-COVID"
"Nepal","NPL","Borrowed any money (% age 15+)","borrow.any",NA,2022,"Post-COVID"
"Nepal","NPL","Made a digital payment (% age 15+)","g20.made.t.d",NA,2011,"Pre-COVID"
"Nepal","NPL","Made a digital payment (% age 15+)","g20.made.t.d",5.62,2014,"Pre-COVID"
"Nepal","NPL","Made a digital payment (% age 15+)","g20.made.t.d",9.11,2017,"Pre-COVID"
"Nepal","NPL","Made a digital payment (% age 15+)","g20.made.t.d",18.78,2021,"Post-COVID"
"Nepal","NPL","Made a digital payment (% age 15+)","g20.made.t.d",NA,2022,"Post-COVID"
"Nepal","NPL","Saved any money (% age 15+)","save.any",NA,2011,"Pre-COVID"
"Nepal","NPL","Saved any money (% age 15+)","save.any",44.67,2014,"Pre-COVID"
"Nepal","NPL","Saved any money (% age 15+)","save.any",46.31,2017,"Pre-COVID"
"Nepal","NPL","Saved any money (% age 15+)","save.any",34.83,2021,"Post-COVID"
"Nepal","NPL","Saved any money (% age 15+)","save.any",NA,2022,"Post-COVID"
"Netherlands","NLD","Account (% age 15+)","account.t.d",98.66,2011,"Pre-COVID"
"Netherlands","NLD","Account (% age 15+)","account.t.d",99.3,2014,"Pre-COVID"
"Netherlands","NLD","Account (% age 15+)","account.t.d",99.64,2017,"Pre-COVID"
"Netherlands","NLD","Account (% age 15+)","account.t.d",99.73,2021,"Post-COVID"
"Netherlands","NLD","Account (% age 15+)","account.t.d",NA,2022,"Post-COVID"
"Netherlands","NLD","Account, female (% age 15+)","account.t.d.1",98.4,2011,"Pre-COVID"
"Netherlands","NLD","Account, female (% age 15+)","account.t.d.1",99.18,2014,"Pre-COVID"
"Netherlands","NLD","Account, female (% age 15+)","account.t.d.1",99.83,2017,"Pre-COVID"
"Netherlands","NLD","Account, female (% age 15+)","account.t.d.1",99.47,2021,"Post-COVID"
"Netherlands","NLD","Account, female (% age 15+)","account.t.d.1",NA,2022,"Post-COVID"
"Netherlands","NLD","Account, male (% age 15+)","account.t.d.2",98.97,2011,"Pre-COVID"
"Netherlands","NLD","Account, male (% age 15+)","account.t.d.2",99.42,2014,"Pre-COVID"
"Netherlands","NLD","Account, male (% age 15+)","account.t.d.2",99.44,2017,"Pre-COVID"
"Netherlands","NLD","Account, male (% age 15+)","account.t.d.2",100,2021,"Post-COVID"
"Netherlands","NLD","Account, male (% age 15+)","account.t.d.2",NA,2022,"Post-COVID"
"Netherlands","NLD","Borrowed any money (% age 15+)","borrow.any",NA,2011,"Pre-COVID"
"Netherlands","NLD","Borrowed any money (% age 15+)","borrow.any",46.9,2014,"Pre-COVID"
"Netherlands","NLD","Borrowed any money (% age 15+)","borrow.any",45.37,2017,"Pre-COVID"
"Netherlands","NLD","Borrowed any money (% age 15+)","borrow.any",43.92,2021,"Post-COVID"
"Netherlands","NLD","Borrowed any money (% age 15+)","borrow.any",NA,2022,"Post-COVID"
"Netherlands","NLD","Made a digital payment (% age 15+)","g20.made.t.d",NA,2011,"Pre-COVID"
"Netherlands","NLD","Made a digital payment (% age 15+)","g20.made.t.d",96.55,2014,"Pre-COVID"
"Netherlands","NLD","Made a digital payment (% age 15+)","g20.made.t.d",96.92,2017,"Pre-COVID"
"Netherlands","NLD","Made a digital payment (% age 15+)","g20.made.t.d",98.01,2021,"Post-COVID"
"Netherlands","NLD","Made a digital payment (% age 15+)","g20.made.t.d",NA,2022,"Post-COVID"
"Netherlands","NLD","Saved any money (% age 15+)","save.any",NA,2011,"Pre-COVID"
"Netherlands","NLD","Saved any money (% age 15+)","save.any",74.48,2014,"Pre-COVID"
"Netherlands","NLD","Saved any money (% age 15+)","save.any",78.52,2017,"Pre-COVID"
"Netherlands","NLD","Saved any money (% age 15+)","save.any",80.82,2021,"Post-COVID"
"Netherlands","NLD","Saved any money (% age 15+)","save.any",NA,2022,"Post-COVID"
"New Zealand","NZL","Account (% age 15+)","account.t.d",99.44,2011,"Pre-COVID"
"New Zealand","NZL","Account (% age 15+)","account.t.d",99.53,2014,"Pre-COVID"
"New Zealand","NZL","Account (% age 15+)","account.t.d",99.18,2017,"Pre-COVID"
"New Zealand","NZL","Account (% age 15+)","account.t.d",98.75,2021,"Post-COVID"
"New Zealand","NZL","Account (% age 15+)","account.t.d",NA,2022,"Post-COVID"
"New Zealand","NZL","Account, female (% age 15+)","account.t.d.1",99.45,2011,"Pre-COVID"
"New Zealand","NZL","Account, female (% age 15+)","account.t.d.1",99.22,2014,"Pre-COVID"
"New Zealand","NZL","Account, female (% age 15+)","account.t.d.1",99.34,2017,"Pre-COVID"
"New Zealand","NZL","Account, female (% age 15+)","account.t.d.1",99.24,2021,"Post-COVID"
"New Zealand","NZL","Account, female (% age 15+)","account.t.d.1",NA,2022,"Post-COVID"
"New Zealand","NZL","Account, male (% age 15+)","account.t.d.2",99.42,2011,"Pre-COVID"
"New Zealand","NZL","Account, male (% age 15+)","account.t.d.2",99.86,2014,"Pre-COVID"
"New Zealand","NZL","Account, male (% age 15+)","account.t.d.2",98.99,2017,"Pre-COVID"
"New Zealand","NZL","Account, male (% age 15+)","account.t.d.2",98.23,2021,"Post-COVID"
"New Zealand","NZL","Account, male (% age 15+)","account.t.d.2",NA,2022,"Post-COVID"
"New Zealand","NZL","Borrowed any money (% age 15+)","borrow.any",NA,2011,"Pre-COVID"
"New Zealand","NZL","Borrowed any money (% age 15+)","borrow.any",81.13,2014,"Pre-COVID"
"New Zealand","NZL","Borrowed any money (% age 15+)","borrow.any",78.48,2017,"Pre-COVID"
"New Zealand","NZL","Borrowed any money (% age 15+)","borrow.any",69.91,2021,"Post-COVID"
"New Zealand","NZL","Borrowed any money (% age 15+)","borrow.any",NA,2022,"Post-COVID"
"New Zealand","NZL","Made a digital payment (% age 15+)","g20.made.t.d",NA,2011,"Pre-COVID"
"New Zealand","NZL","Made a digital payment (% age 15+)","g20.made.t.d",96.08,2014,"Pre-COVID"
"New Zealand","NZL","Made a digital payment (% age 15+)","g20.made.t.d",96.12,2017,"Pre-COVID"
"New Zealand","NZL","Made a digital payment (% age 15+)","g20.made.t.d",97.17,2021,"Post-COVID"
"New Zealand","NZL","Made a digital payment (% age 15+)","g20.made.t.d",NA,2022,"Post-COVID"
"New Zealand","NZL","Saved any money (% age 15+)","save.any",NA,2011,"Pre-COVID"
"New Zealand","NZL","Saved any money (% age 15+)","save.any",86.93,2014,"Pre-COVID"
"New Zealand","NZL","Saved any money (% age 15+)","save.any",86.25,2017,"Pre-COVID"
"New Zealand","NZL","Saved any money (% age 15+)","save.any",85.8,2021,"Post-COVID"
"New Zealand","NZL","Saved any money (% age 15+)","save.any",NA,2022,"Post-COVID"
"Nicaragua","NIC","Account (% age 15+)","account.t.d",14.22,2011,"Pre-COVID"
"Nicaragua","NIC","Account (% age 15+)","account.t.d",19.44,2014,"Pre-COVID"
"Nicaragua","NIC","Account (% age 15+)","account.t.d",30.86,2017,"Pre-COVID"
"Nicaragua","NIC","Account (% age 15+)","account.t.d",26.03,2021,"Post-COVID"
"Nicaragua","NIC","Account (% age 15+)","account.t.d",NA,2022,"Post-COVID"
"Nicaragua","NIC","Account, female (% age 15+)","account.t.d.1",12.82,2011,"Pre-COVID"
"Nicaragua","NIC","Account, female (% age 15+)","account.t.d.1",14.43,2014,"Pre-COVID"
"Nicaragua","NIC","Account, female (% age 15+)","account.t.d.1",24.79,2017,"Pre-COVID"
"Nicaragua","NIC","Account, female (% age 15+)","account.t.d.1",21.57,2021,"Post-COVID"
